id,invoice_id,produk_id,quantity,payment_id,jenis_pesanan,kurir_id,tanggal_transaksi,customer_id
1227,905,18,2,6,1,1,2021-08-04,84
1228,906,15,3,1,1,2,2021-08-04,51
1229,906,30,1,1,1,2,2021-08-04,60
1230,907,16,2,4,2,,2021-08-05,87
1231,908,9,3,4,2,,2021-08-06,89
1232,909,8,2,5,1,2,2021-08-06,64
1233,909,27,1,5,1,2,2021-08-06,95
1234,910,14,1,4,2,,2021-08-06,95
1235,910,24,1,4,2,,2021-08-06,21
1236,911,3,1,5,1,3,2021-08-06,92
1237,912,2,2,3,1,2,2021-08-07,16
1238,912,20,2,3,1,2,2021-08-07,16
1239,913,13,1,4,1,2,2021-08-07,3
1240,914,1,2,2,1,2,2021-08-07,80
1241,915,4,3,3,2,,2021-08-07,29
1242,916,8,3,1,1,2,2021-08-07,2
1243,917,15,1,4,2,,2021-08-08,55
1244,917,21,1,4,2,,2021-08-08,55
1245,918,13,3,6,2,,2021-08-08,98
1246,919,1,1,1,1,2,2021-08-08,87
1247,920,14,1,1,1,2,2021-08-09,35
1248,920,19,1,1,1,2,2021-08-09,35
1249,921,7,3,5,2,,2021-08-09,69
1250,922,16,3,1,1,1,2021-08-09,41
1251,923,2,1,4,1,1,2021-08-09,10
1252,924,16,1,4,1,2,2021-08-09,83
1253,925,7,1,1,1,2,2021-08-10,99
1254,926,5,2,3,2,,2021-08-10,54
1255,927,2,3,2,1,1,2021-08-11,18
1256,928,12,3,2,2,,2021-08-12,64
1257,928,26,1,2,2,,2021-08-12,95
1258,929,9,3,1,2,,2021-08-12,75
1259,929,23,1,1,2,,2021-08-12,75
1260,930,6,1,2,2,,2021-08-12,94
1261,930,20,1,2,2,,2021-08-12,94
1262,931,6,3,5,1,3,2021-08-12,54
1263,932,9,1,1,1,2,2021-08-12,91
1264,932,19,1,1,1,2,2021-08-12,91
1265,933,8,1,3,1,3,2021-08-13,14
1266,934,16,2,5,2,,2021-08-13,48
1267,934,19,2,5,2,,2021-08-13,48
1268,935,12,2,6,2,,2021-08-14,92
1269,935,26,2,6,2,,2021-08-14,95
1270,936,9,3,4,1,3,2021-08-14,76
1271,937,6,2,1,2,,2021-08-14,6
1272,938,6,3,4,2,,2021-08-15,50
1273,939,6,2,3,1,2,2021-08-15,87
1274,939,21,1,3,1,2,2021-08-15,87
1275,940,1,2,6,2,,2021-08-15,83
1276,941,2,2,2,1,2,2021-08-15,86
1277,942,6,1,6,2,,2021-08-16,55
1278,942,24,1,6,2,,2021-08-16,21
1279,943,4,1,3,2,,2021-08-16,23
1280,944,6,2,3,2,,2021-08-16,25
1281,945,5,2,4,1,2,2021-08-16,77
1282,945,29,1,4,1,2,2021-08-16,96
1283,946,1,3,6,2,,2021-08-16,57
1284,947,4,1,4,2,,2021-08-16,64
1285,948,18,2,6,2,,2021-08-16,54
1286,948,24,2,6,2,,2021-08-16,21
1287,949,18,2,1,2,,2021-08-16,86
1288,950,9,2,4,2,,2021-08-16,41
1289,951,14,2,3,2,,2021-08-17,67
1290,951,19,1,3,2,,2021-08-17,67
1291,952,8,1,1,2,,2021-08-17,21
1292,953,16,1,2,1,1,2021-08-17,64
1293,953,31,2,2,1,1,2021-08-17,35
1294,954,16,2,1,2,,2021-08-17,52
1295,955,3,2,5,2,,2021-08-18,36
1296,956,10,2,3,1,1,2021-08-18,39
1297,956,24,2,3,1,1,2021-08-18,21
1298,957,16,1,1,1,3,2021-08-18,12
1299,958,13,2,1,1,3,2021-08-18,37
1300,959,11,2,6,1,3,2021-08-19,59
1301,960,17,2,1,1,2,2021-08-19,1
1302,961,12,1,1,1,1,2021-08-19,20
1303,962,4,1,6,2,,2021-08-20,27
1304,963,3,3,2,1,2,2021-08-20,59
1305,964,18,1,3,2,,2021-08-20,77
1306,965,1,1,4,1,3,2021-08-20,70
1307,965,26,1,4,1,3,2021-08-20,95
1308,966,13,1,4,2,,2021-08-20,97
1309,967,13,2,1,2,,2021-08-20,33
1310,968,9,1,4,1,2,2021-08-20,93
1311,969,2,3,6,1,1,2021-08-20,76
1312,970,17,1,1,2,,2021-08-20,15
1313,971,2,2,4,2,,2021-08-20,99
1314,972,12,2,5,2,,2021-08-21,88
1315,973,18,3,4,2,,2021-08-21,89
1316,974,7,2,1,2,,2021-08-22,38
1317,975,4,2,3,2,,2021-08-22,11
1318,975,19,1,3,2,,2021-08-22,11
1319,976,1,2,1,2,,2021-08-22,24
1320,977,3,1,3,2,,2021-08-22,57
1321,978,1,2,6,2,,2021-08-22,86
1322,978,26,2,6,2,,2021-08-22,95
1323,979,7,2,5,1,2,2021-08-22,44
1324,980,9,1,1,1,3,2021-08-23,89
1325,981,5,1,4,1,1,2021-08-23,40
1326,982,17,3,4,2,,2021-08-24,34
1327,982,25,2,4,2,,2021-08-24,57
1328,983,4,1,3,2,,2021-08-24,7
1329,984,10,1,6,2,,2021-08-24,93
1330,984,22,1,6,2,,2021-08-24,93
1331,985,15,1,5,1,2,2021-08-24,7
1332,985,21,2,5,1,2,2021-08-24,7
1333,986,13,3,1,1,2,2021-08-25,97
1334,987,2,3,1,1,3,2021-08-25,71
1335,988,16,1,2,1,1,2021-08-25,35
1336,988,31,1,2,1,1,2021-08-25,35
1337,989,13,2,3,1,1,2021-08-25,64
1338,990,8,1,4,1,2,2021-08-26,84
1339,991,8,2,4,2,,2021-08-26,23
1340,992,9,3,2,1,2,2021-08-26,50
1341,993,17,1,2,1,3,2021-08-27,20
1342,993,27,2,2,1,3,2021-08-27,95
1343,994,16,1,5,2,,2021-08-27,9
1344,995,11,2,5,2,,2021-08-27,28
1345,996,2,2,1,1,1,2021-08-27,93
1346,997,15,2,1,1,1,2021-08-27,100
1347,998,9,3,1,2,,2021-08-27,92
1348,999,17,1,6,1,2,2021-08-27,35
1349,1000,6,2,4,2,,2021-08-28,35
1350,1001,3,3,5,1,3,2021-08-28,38
1351,1002,2,2,4,2,,2021-08-29,90
1352,1003,16,1,5,1,2,2021-08-29,37
1353,1004,8,3,1,2,,2021-08-29,42
1354,1005,9,3,6,1,2,2021-08-30,27
1355,1006,11,2,4,2,,2021-08-30,39
1356,1007,5,1,5,1,2,2021-08-30,97
1357,1008,1,3,5,2,,2021-08-31,70
1358,1009,2,2,1,2,,2021-08-31,60
1359,1009,23,1,1,2,,2021-08-31,60
1360,1010,12,1,1,2,,2021-08-31,14
1361,1011,5,2,3,1,2,2021-08-31,90
1362,1011,31,1,3,1,2,2021-08-31,35
1363,1012,14,3,4,2,,2021-09-01,48
1364,1013,8,3,3,1,3,2021-09-01,22
1365,1013,27,2,3,1,3,2021-09-01,95
1366,1014,3,1,3,1,1,2021-09-01,78
1367,1014,20,2,3,1,1,2021-09-01,78
1368,1015,11,2,2,2,,2021-09-01,69
1369,1016,2,3,3,1,1,2021-09-02,55
1370,1017,9,2,3,1,2,2021-09-04,72
1371,1018,18,1,3,1,1,2021-09-04,66
1372,1019,8,3,2,2,,2021-09-04,10
1373,1019,20,1,2,2,,2021-09-04,10
1374,1020,14,2,4,2,,2021-09-04,92
1375,1021,16,1,4,2,,2021-09-04,84
1376,1021,20,1,4,2,,2021-09-04,84
1377,1022,7,1,5,2,,2021-09-04,48
1378,1023,2,1,2,2,,2021-09-04,16
1379,1024,2,1,3,1,1,2021-09-05,44
1380,1025,11,3,2,1,1,2021-09-05,34
1381,1026,16,1,6,1,2,2021-09-05,18
1382,1027,8,2,5,1,3,2021-09-06,28
1383,1028,16,1,1,2,,2021-09-07,87
1384,1028,25,2,1,2,,2021-09-07,57
1385,1029,8,3,4,2,,2021-09-07,90
1386,1030,3,3,4,1,1,2021-09-07,54
1387,1031,8,3,6,1,1,2021-09-07,43
1388,1032,18,1,4,1,1,2021-09-07,17
1389,1033,11,3,2,1,2,2021-09-08,33
1390,1034,1,1,2,2,,2021-09-08,45
1391,1034,19,1,2,2,,2021-09-08,45
1392,1035,2,3,4,1,2,2021-09-08,31
1393,1035,31,2,4,1,2,2021-09-08,35
1394,1036,12,1,5,2,,2021-09-08,61
1395,1037,2,3,5,1,3,2021-09-08,41
1396,1038,17,1,4,2,,2021-09-09,96
1397,1038,19,1,4,2,,2021-09-09,96
1398,1039,18,3,5,1,2,2021-09-09,32
1399,1040,2,1,1,2,,2021-09-10,44
1400,1041,1,3,5,2,,2021-09-10,58
1401,1042,14,1,1,2,,2021-09-10,58
1402,1042,20,1,1,2,,2021-09-10,58
1403,1043,7,3,6,1,1,2021-09-10,42
1404,1044,16,3,5,1,3,2021-09-11,53
1405,1044,23,1,5,1,3,2021-09-11,53
1406,1045,16,2,6,2,,2021-09-11,84
1407,1046,4,3,1,1,2,2021-09-11,40
1408,1047,16,1,1,1,3,2021-09-11,33
1409,1047,28,1,1,1,3,2021-09-11,24
1410,1048,6,3,2,1,3,2021-09-11,33
1411,1048,27,1,2,1,3,2021-09-11,95
1412,1049,1,3,6,2,,2021-09-11,5
1413,1050,10,1,4,2,,2021-09-11,19
1414,1050,27,2,4,2,,2021-09-11,95
1415,1051,6,1,4,2,,2021-09-12,49
1416,1052,15,1,3,1,2,2021-09-12,38
1417,1053,7,3,3,2,,2021-09-12,88
1418,1054,16,2,3,1,2,2021-09-12,17
1419,1054,20,1,3,1,2,2021-09-12,17
1420,1054,22,2,3,1,2,2021-09-12,17
1421,1054,20,1,3,1,2,2021-09-12,17
1422,1055,17,1,5,1,2,2021-09-12,35
1423,1055,19,2,5,1,2,2021-09-12,35
1424,1056,14,2,1,2,,2021-09-12,37
1425,1057,17,1,6,2,,2021-09-13,32
1426,1058,10,2,6,1,3,2021-09-13,46
1427,1058,29,1,6,1,3,2021-09-13,96
1428,1059,8,3,1,1,2,2021-09-13,98
1429,1060,17,2,6,1,1,2021-09-13,26
1430,1060,24,2,6,1,1,2021-09-13,21
1431,1061,7,2,1,2,,2021-09-13,93
1432,1061,23,2,1,2,,2021-09-13,93
1433,1062,6,1,1,2,,2021-09-13,16
1434,1062,20,1,1,2,,2021-09-13,16
1435,1063,16,3,6,2,,2021-09-14,31
1436,1063,19,2,6,2,,2021-09-14,31
1437,1064,17,2,1,2,,2021-09-14,89
1438,1065,7,3,4,1,2,2021-09-14,16
1439,1065,31,2,4,1,2,2021-09-14,35
1440,1066,16,3,4,2,,2021-09-15,91
1441,1067,12,2,6,2,,2021-09-15,98
1442,1068,15,3,1,2,,2021-09-15,34
1443,1069,16,3,3,2,,2021-09-16,43
1444,1070,17,2,3,1,3,2021-09-16,24
1445,1070,22,1,3,1,3,2021-09-16,24
1446,1071,18,1,6,2,,2021-09-16,23
1447,1072,16,3,3,2,,2021-09-16,28
1448,1073,3,1,6,2,,2021-09-17,65
1449,1073,24,2,6,2,,2021-09-17,21
1450,1074,15,3,4,1,2,2021-09-17,77
1451,1075,14,1,1,2,,2021-09-17,66
1452,1075,21,2,1,2,,2021-09-17,66
1453,1076,13,1,6,1,2,2021-09-17,64
1454,1076,25,2,6,1,2,2021-09-17,57
1455,1077,14,3,5,1,3,2021-09-18,17
1456,1077,19,1,5,1,3,2021-09-18,17
1457,1078,13,2,4,2,,2021-09-18,81
1458,1078,26,2,4,2,,2021-09-18,95
1459,1078,27,2,4,2,,2021-09-18,95
1460,1079,13,1,3,2,,2021-09-18,46
1461,1080,4,1,3,1,3,2021-09-18,22
1462,1081,11,2,5,2,,2021-09-18,21
1463,1082,4,1,4,2,,2021-09-18,35
1464,1083,1,3,2,1,1,2021-09-18,23
1465,1084,6,1,3,1,2,2021-09-19,100
1466,1085,2,1,3,2,,2021-09-19,96
1467,1085,22,2,3,2,,2021-09-19,96
1468,1086,13,3,6,1,2,2021-09-19,94
1469,1086,20,1,6,1,2,2021-09-19,94
1470,1086,26,1,6,1,2,2021-09-19,95
1471,1087,12,3,2,2,,2021-09-19,61
1472,1087,25,1,2,2,,2021-09-19,57
1473,1088,4,2,5,2,,2021-09-19,72
1474,1089,7,3,4,1,3,2021-09-19,47
1475,1089,23,1,4,1,3,2021-09-19,47
1476,1089,22,1,4,1,3,2021-09-19,47
1477,1090,8,1,2,2,,2021-09-20,5
1478,1091,12,1,4,2,,2021-09-21,29
1479,1092,15,2,3,2,,2021-09-21,40
1480,1092,20,1,3,2,,2021-09-21,40
1481,1093,15,3,1,1,3,2021-09-21,95
1482,1094,10,2,2,1,2,2021-09-21,28
1483,1095,11,1,5,2,,2021-09-21,68
1484,1095,24,1,5,2,,2021-09-21,21
1485,1096,10,3,5,2,,2021-09-21,28
1486,1097,3,1,3,2,,2021-09-21,14
1487,1098,10,3,4,2,,2021-09-21,49
1488,1099,9,3,1,2,,2021-09-21,18
1489,1100,17,2,4,2,,2021-09-21,27
1490,1100,20,2,4,2,,2021-09-21,27
1491,1101,18,3,4,2,,2021-09-22,35
1492,1102,11,2,5,2,,2021-09-22,52
1493,1103,18,3,4,2,,2021-09-23,16
1494,1104,1,2,2,1,1,2021-09-23,19
1495,1105,2,3,4,2,,2021-09-23,66
1496,1106,18,2,2,2,,2021-09-23,35
1497,1107,9,2,5,1,2,2021-09-23,93
1498,1108,4,1,5,2,,2021-09-24,59
1499,1109,18,3,5,2,,2021-09-24,51
1500,1110,1,2,5,2,,2021-09-24,44
1501,1110,28,2,5,2,,2021-09-24,24
1502,1111,6,1,3,2,,2021-09-24,26
1503,1112,10,3,2,2,,2021-09-25,75
1504,1113,11,3,2,1,3,2021-09-25,5
1505,1114,3,2,4,1,2,2021-09-25,68
1506,1115,8,2,1,2,,2021-09-25,13
1507,1116,3,2,6,2,,2021-09-26,65
1508,1117,11,3,5,1,1,2021-09-26,23
1509,1118,4,3,6,1,1,2021-09-26,76
1510,1119,3,1,1,1,3,2021-09-27,34
1511,1120,6,3,3,1,1,2021-09-27,16
1512,1121,17,2,4,2,,2021-09-27,68
1513,1121,19,2,4,2,,2021-09-27,68
1514,1122,12,3,3,2,,2021-09-28,64
1515,1123,10,1,5,1,2,2021-09-28,100
1516,1124,13,2,6,2,,2021-09-28,54
1517,1125,11,2,2,1,2,2021-09-28,45
1518,1126,5,2,1,1,2,2021-09-29,12
1519,1127,4,1,6,2,,2021-09-29,60
1520,1128,16,3,4,2,,2021-09-29,5
1521,1129,7,2,2,1,2,2021-09-29,10
1522,1130,9,1,5,2,,2021-09-29,9
1523,1131,12,2,3,2,,2021-09-29,89
1524,1132,9,1,3,1,3,2021-09-30,30
1525,1132,24,2,3,1,3,2021-09-30,21
1526,1133,14,1,5,2,,2021-10-01,33
1527,1134,13,1,5,1,1,2021-10-01,20
1528,1135,11,2,6,1,1,2021-10-01,60
1529,1135,21,1,6,1,1,2021-10-01,60
1530,1136,17,1,3,1,3,2021-10-01,96
1531,1137,16,2,5,2,,2021-10-01,74
1532,1138,10,2,3,2,,2021-10-01,48
1533,1139,5,1,6,1,2,2021-10-01,42
1534,1140,2,2,5,2,,2021-10-01,15
1535,1141,13,1,5,1,1,2021-10-02,9
1536,1142,5,2,2,2,,2021-10-02,66
1537,1142,26,1,2,2,,2021-10-02,95
1538,1143,2,1,3,1,3,2021-10-02,46
1539,1144,10,2,1,1,1,2021-10-02,67
1540,1145,3,2,2,1,1,2021-10-03,4
1541,1145,29,2,2,1,1,2021-10-03,96
1542,1146,17,2,2,1,1,2021-10-03,62
1543,1147,13,1,2,2,,2021-10-03,69
1544,1147,22,1,2,2,,2021-10-03,69
1545,1148,6,3,5,1,1,2021-10-03,42
1546,1149,12,2,4,1,2,2021-10-03,41
1547,1149,30,2,4,1,2,2021-10-03,60
1548,1150,1,1,4,2,,2021-10-03,94
1549,1151,1,2,2,1,2,2021-10-04,65
1550,1152,5,3,2,2,,2021-10-04,49
1551,1153,16,3,5,2,,2021-10-05,27
1552,1154,3,2,1,1,3,2021-10-06,22
1553,1155,6,1,2,1,1,2021-10-06,38
1554,1156,12,2,3,1,1,2021-10-06,74
1555,1156,31,2,3,1,1,2021-10-06,35
1556,1157,16,2,5,1,2,2021-10-06,9
1557,1158,11,1,3,2,,2021-10-07,43
1558,1159,6,2,2,2,,2021-10-07,82
1559,1160,4,2,2,2,,2021-10-07,31
1560,1161,18,1,1,2,,2021-10-07,81
1561,1162,6,3,2,2,,2021-10-07,58
1562,1162,24,2,2,2,,2021-10-07,21
1563,1163,4,2,5,1,3,2021-10-07,72
1564,1164,11,2,4,2,,2021-10-08,59
1565,1165,17,3,3,2,,2021-10-08,96
1566,1165,19,2,3,2,,2021-10-08,96
1567,1166,12,3,4,2,,2021-10-08,6
1568,1166,24,2,4,2,,2021-10-08,21
1569,1167,1,3,1,2,,2021-10-08,75
1570,1168,14,3,1,2,,2021-10-08,94
1571,1169,6,3,5,2,,2021-10-08,25
1572,1169,21,2,5,2,,2021-10-08,25
1573,1170,18,1,4,2,,2021-10-09,65
1574,1171,7,2,2,1,1,2021-10-09,22
1575,1172,1,1,5,2,,2021-10-09,88
1576,1172,23,1,5,2,,2021-10-09,88
1577,1173,1,3,3,1,2,2021-10-09,65
1578,1174,9,2,4,1,1,2021-10-09,88
1579,1175,11,3,4,1,1,2021-10-10,15
1580,1176,3,3,4,1,1,2021-10-10,100
1581,1177,11,2,3,1,3,2021-10-10,19
1582,1178,8,3,2,2,,2021-10-10,28
1583,1179,2,2,6,1,1,2021-10-11,77
1584,1180,5,2,2,2,,2021-10-12,15
1585,1181,4,2,4,1,3,2021-10-12,79
1586,1182,10,2,5,1,2,2021-10-13,90
1587,1183,15,2,3,1,3,2021-10-13,31
1588,1184,17,3,3,2,,2021-10-13,10
1589,1185,11,2,3,1,2,2021-10-13,35
1590,1186,14,1,4,1,3,2021-10-13,4
1591,1187,17,1,4,2,,2021-10-13,94
1592,1188,16,1,3,2,,2021-10-13,69
1593,1189,6,1,2,2,,2021-10-15,31
1594,1190,10,2,1,1,3,2021-10-15,33
1595,1190,31,2,1,1,3,2021-10-15,35
1596,1191,1,3,1,1,1,2021-10-15,26
1597,1191,21,1,1,1,1,2021-10-15,26
1598,1191,25,1,1,1,1,2021-10-15,57
1599,1192,6,3,5,1,1,2021-10-15,42
1600,1193,10,3,1,1,2,2021-10-15,62
1601,1194,9,2,4,1,3,2021-10-15,96
1602,1195,5,3,4,1,1,2021-10-16,27
1603,1196,5,1,4,1,1,2021-10-17,53
1604,1197,11,3,2,2,,2021-10-17,33
1605,1197,20,1,2,2,,2021-10-17,33
1606,1198,9,3,2,1,3,2021-10-17,19
1607,1198,21,1,2,1,3,2021-10-17,19
1608,1198,23,1,2,1,3,2021-10-17,19
1609,1199,5,1,4,1,1,2021-10-17,58
1610,1200,13,2,5,2,,2021-10-17,24
1611,1201,10,2,5,2,,2021-10-18,67
1612,1202,13,3,4,1,3,2021-10-18,17
1613,1203,10,2,3,2,,2021-10-18,93
1614,1204,3,2,6,2,,2021-10-19,97
1615,1205,10,2,5,1,1,2021-10-19,64
1616,1206,2,1,6,2,,2021-10-20,95
1617,1207,9,1,4,1,1,2021-10-20,91
1618,1207,22,1,4,1,1,2021-10-20,91
1619,1208,4,3,3,1,3,2021-10-20,83
1620,1209,8,3,3,2,,2021-10-21,68
1621,1209,22,1,3,2,,2021-10-21,68
1622,1209,26,2,3,2,,2021-10-21,95
1623,1210,14,1,3,2,,2021-10-21,1
1624,1211,17,1,4,1,3,2021-10-21,9
1625,1212,11,1,4,2,,2021-10-21,36
1626,1212,30,1,4,2,,2021-10-21,60
1627,1213,18,3,1,2,,2021-10-22,39
1628,1214,6,1,6,2,,2021-10-22,90
1629,1215,6,1,3,1,3,2021-10-22,56
1630,1215,19,2,3,1,3,2021-10-22,56
1631,1215,23,2,3,1,3,2021-10-22,56
1632,1216,4,2,6,1,2,2021-10-22,32
1633,1217,3,1,1,2,,2021-10-22,84
1634,1218,13,1,4,1,2,2021-10-22,81
1635,1219,4,1,2,1,3,2021-10-23,74
1636,1220,13,3,4,1,2,2021-10-23,94
1637,1220,22,1,4,1,2,2021-10-23,94
1638,1221,9,1,6,1,3,2021-10-23,91
1639,1222,17,3,4,2,,2021-10-23,30
1640,1223,7,1,5,1,2,2021-10-23,27
1641,1223,31,2,5,1,2,2021-10-23,35
1642,1223,30,2,5,1,2,2021-10-23,60
1643,1224,1,3,4,1,3,2021-10-23,40
1644,1224,21,1,4,1,3,2021-10-23,40
1645,1225,13,2,4,1,2,2021-10-23,56
1646,1225,28,1,4,1,2,2021-10-23,24
1647,1226,14,2,1,1,3,2021-10-24,94
1648,1227,13,3,1,1,2,2021-10-24,40
1649,1227,21,2,1,1,2,2021-10-24,40
1650,1228,4,3,2,1,2,2021-10-24,59
1651,1229,3,3,4,2,,2021-10-25,67
1652,1229,23,1,4,2,,2021-10-25,67
1653,1230,13,2,3,2,,2021-10-25,75
1654,1231,1,1,3,1,2,2021-10-25,52
1655,1231,27,1,3,1,2,2021-10-25,95
1656,1232,15,3,2,1,3,2021-10-26,38
1657,1232,23,2,2,1,3,2021-10-26,38
1658,1232,23,1,2,1,3,2021-10-26,38
1659,1233,12,2,4,2,,2021-10-26,73
1660,1233,31,2,4,2,,2021-10-26,35
1661,1234,5,1,4,1,3,2021-10-26,63
1662,1234,19,1,4,1,3,2021-10-26,63
1663,1235,17,3,3,2,,2021-10-27,7
1664,1236,13,1,3,2,,2021-10-27,87
1665,1237,12,1,1,2,,2021-10-27,77
1666,1238,7,2,2,1,2,2021-10-27,58
1667,1238,22,2,2,1,2,2021-10-27,58
1668,1239,15,2,2,2,,2021-10-28,99
1669,1240,12,2,5,2,,2021-10-29,31
1670,1241,1,3,5,1,3,2021-10-29,46
1671,1242,3,1,2,1,3,2021-10-29,70
1672,1242,29,1,2,1,3,2021-10-29,96
1673,1243,16,2,6,1,1,2021-10-29,27
1674,1244,2,2,2,1,3,2021-10-29,47
1675,1244,25,1,2,1,3,2021-10-29,57
1676,1245,6,3,5,1,3,2021-10-29,96
1677,1245,24,2,5,1,3,2021-10-29,21
1678,1246,18,1,1,1,2,2021-10-29,68
1679,1247,6,2,1,1,1,2021-10-30,68
1680,1247,21,2,1,1,1,2021-10-30,68
1681,1248,18,3,1,1,2,2021-10-31,82
1682,1249,2,3,2,1,3,2021-10-31,14
1683,1250,9,1,1,2,,2021-10-31,61
1684,1251,18,2,1,1,1,2021-11-01,59
1685,1251,23,2,1,1,1,2021-11-01,59
1686,1252,2,3,2,2,,2021-11-01,83
1687,1253,9,2,4,2,,2021-11-01,3
1688,1254,10,2,6,1,3,2021-11-02,85
1689,1255,5,2,4,1,2,2021-11-02,54
1690,1256,15,1,3,2,,2021-11-03,20
1691,1257,3,3,2,2,,2021-11-03,2
1692,1258,12,3,5,2,,2021-11-03,31
1693,1259,13,2,1,1,1,2021-11-03,95
1694,1260,8,1,3,2,,2021-11-03,17
1695,1261,16,2,6,2,,2021-11-03,39
1696,1262,13,1,2,2,,2021-11-03,91
1697,1263,1,1,6,2,,2021-11-04,16
1698,1263,19,1,6,2,,2021-11-04,16
1699,1264,9,3,4,2,,2021-11-04,14
1700,1265,6,1,3,2,,2021-11-04,44
1701,1266,11,3,5,2,,2021-11-04,35
1702,1266,31,2,5,2,,2021-11-04,35
1703,1266,31,1,5,2,,2021-11-04,35
1704,1267,7,3,3,2,,2021-11-04,66
1705,1267,30,2,3,2,,2021-11-04,60
1706,1268,12,1,3,2,,2021-11-05,38
1707,1269,13,1,5,1,3,2021-11-05,2
1708,1270,9,2,1,1,2,2021-11-06,31
1709,1270,19,2,1,1,2,2021-11-06,31
1710,1271,14,3,2,2,,2021-11-07,38
1711,1272,6,3,3,1,1,2021-11-07,39
1712,1273,13,3,6,1,3,2021-11-07,30
1713,1273,29,1,6,1,3,2021-11-07,96
1714,1274,17,1,6,2,,2021-11-07,83
1715,1275,4,1,3,1,2,2021-11-08,78
1716,1275,21,1,3,1,2,2021-11-08,78
1717,1275,29,2,3,1,2,2021-11-08,96
1718,1276,16,1,5,1,1,2021-11-08,73
1719,1277,14,1,6,1,2,2021-11-08,61
1720,1278,9,2,2,1,3,2021-11-09,91
1721,1279,8,2,6,1,3,2021-11-09,80
1722,1280,15,2,4,2,,2021-11-09,80
1723,1281,14,3,3,1,1,2021-11-09,47
1724,1281,29,1,3,1,1,2021-11-09,96
1725,1282,12,1,6,2,,2021-11-09,61
1726,1283,12,2,3,2,,2021-11-10,7
1727,1283,22,1,3,2,,2021-11-10,7
1728,1284,4,1,5,2,,2021-11-10,56
1729,1285,13,1,4,2,,2021-11-10,18
1730,1285,31,1,4,2,,2021-11-10,35
1731,1286,17,1,4,1,3,2021-11-10,88
1732,1287,1,1,1,1,3,2021-11-10,16
1733,1288,9,2,6,1,3,2021-11-10,69
1734,1289,2,2,4,2,,2021-11-10,22
1735,1290,8,2,4,1,2,2021-11-11,60
1736,1291,8,3,6,1,2,2021-11-11,82
1737,1292,12,3,4,2,,2021-11-11,63
1738,1292,24,2,4,2,,2021-11-11,21
1739,1293,3,1,1,1,1,2021-11-11,4
1740,1294,8,2,2,2,,2021-11-12,19
1741,1295,7,2,3,1,1,2021-11-12,41
1742,1295,25,2,3,1,1,2021-11-12,57
1743,1295,30,1,3,1,1,2021-11-12,60
1744,1296,15,1,1,2,,2021-11-12,61
1745,1297,8,3,1,2,,2021-11-12,93
1746,1298,12,2,4,2,,2021-11-12,58
1747,1299,10,2,5,1,2,2021-11-12,73
1748,1300,11,3,4,1,2,2021-11-13,69
1749,1301,2,2,6,1,1,2021-11-13,94
1750,1302,6,3,6,1,2,2021-11-13,97
1751,1303,10,1,1,1,2,2021-11-14,13
1752,1304,12,2,3,1,3,2021-11-14,8
1753,1305,4,1,5,1,1,2021-11-14,17
1754,1305,22,2,5,1,1,2021-11-14,17
1755,1306,11,3,4,2,,2021-11-15,51
1756,1307,9,1,6,2,,2021-11-15,42
1757,1307,22,1,6,2,,2021-11-15,42
1758,1308,16,1,1,1,1,2021-11-15,58
1759,1309,6,1,3,1,3,2021-11-16,66
1760,1310,2,2,1,1,3,2021-11-16,68
1761,1310,24,2,1,1,3,2021-11-16,21
1762,1311,12,2,3,2,,2021-11-16,41
1763,1312,8,3,3,2,,2021-11-16,25
1764,1313,17,1,4,1,2,2021-11-16,8
1765,1314,4,3,3,2,,2021-11-17,71
1766,1315,3,3,1,2,,2021-11-17,95
1767,1316,14,3,6,1,3,2021-11-17,22
1768,1316,23,1,6,1,3,2021-11-17,22
1769,1317,5,2,6,2,,2021-11-17,67
1770,1318,9,3,6,1,3,2021-11-17,4
1771,1319,17,1,4,1,2,2021-11-17,56
1772,1320,13,1,3,1,3,2021-11-17,33
1773,1321,15,2,5,2,,2021-11-17,43
1774,1322,17,1,3,1,3,2021-11-17,33
1775,1323,1,1,1,1,2,2021-11-18,20
1776,1324,17,3,6,2,,2021-11-18,45
1777,1324,19,2,6,2,,2021-11-18,45
1778,1324,28,1,6,2,,2021-11-18,24
1779,1325,6,1,4,1,1,2021-11-18,94
1780,1326,14,1,3,2,,2021-11-18,37
1781,1327,12,2,1,2,,2021-11-18,18
1782,1328,14,1,6,2,,2021-11-18,70
1783,1329,8,2,2,2,,2021-11-18,2
1784,1330,3,2,2,2,,2021-11-18,14
1785,1331,16,1,3,2,,2021-11-19,43
1786,1332,12,1,5,1,3,2021-11-19,49
1787,1333,17,1,1,1,1,2021-11-19,87
1788,1334,7,2,6,2,,2021-11-19,52
1789,1335,1,2,2,1,3,2021-11-20,69
1790,1336,15,1,4,2,,2021-11-20,76
1791,1337,15,2,6,1,3,2021-11-20,15
1792,1338,7,3,3,1,3,2021-11-20,35
1793,1339,8,1,4,1,2,2021-11-20,59
1794,1340,18,1,1,2,,2021-11-21,52
1795,1341,6,1,6,2,,2021-11-21,21
1796,1342,8,2,2,1,2,2021-11-21,9
1797,1343,9,1,1,2,,2021-11-21,10
1798,1344,12,2,2,2,,2021-11-22,99
1799,1345,13,1,6,2,,2021-11-22,99
1800,1346,3,1,4,2,,2021-11-22,29
